,kaggle_id,title,keywords
5215,27094,Lenny,"comedian, kiss, stripper, jewish, judaism, stand-up comedian, scatological humor, contempt of court"
5216,26725,Nomads,"male nudity, female nudity, california, photographer, nudity, graffiti, possession, murder, suspense, hospital, doctor, attic, anthropologist, ghost"
5217,17168,The Temp,"femme fatale, suspense"
5218,48482,Thief of Hearts,"male nudity, female nudity, adultery, beach, burglar, nudity, diary, seduction, murder, sexual fantasy, suspense, motorcycle, criminal"
5219,56179,Triumph of the Spirit,
5220,5203,Wild Orchid,"rio de janeiro, erotic movie"
5221,13201,Deuces Wild,"gang, new york city, drug overdose"
5222,9689,Hollywood Ending,"blindness and impaired vision, creative crisis, film director"
5223,557,Spider-Man,"loss of lover, spider, thanksgiving, bad boss, hostility, marvel comic, superhero, pokies, evil, reference to superman, goblin"
5224,69850,The Mystic Masseur,"indian lead, based on comic, trinidad, 1940s"
5225,44768,Warm Water Under a Red Bridge,
5226,1815,The Big Sleep,"general, blackmail, planned murder, victim of murder, daughter, philip marlowe"
5227,55106,Butterflies Are Free,"neighbor, coming of age"
5228,28289,Cactus Flower,"nurse, mine, lovelorn"
5229,32037,The Cassandra Crossing,"suicide, hippie, terrorist, bridge, quarantine, murder, independent film, train crash, drug dealing, doctor, train, disease, drug, dog, plague, suicide bomber, disaster movie, germ warfare, fake priest"
5230,39154,The Giant Spider Invasion,giant spider
5231,24767,Iron Will,
5232,33796,Mountains of the Moon,"africa, river, expedition, nile, british empire, exploration"
5233,32221,Rambling Rose,"prostitute, love, woman director, trouble, house guest"
5234,28466,The Survivors,"robbery, secret identity, gas station, daughter, survivalist, unemployment"
5235,12227,White Fang,"based on novel, gold, treasure, coffin, human animal relationship, friendship, alaska, shootout, dog, prospector, klondike, yukon, boy dog relationship, gold miner"
5236,43643,White Fang 2: Myth of the White Wolf,adventure
5237,10985,The New Guy,"prison, dual identity, identity, loser, high school, los angeles, duringcreditsstinger"
5238,2251,Unfaithful,"adultery, infidelity, eroticism, literature, lover, new york city, erotic thriller"
5239,2894,The Lady and the Duke,french revolution
5240,20712,Whore,"female nudity, prostitute, rape, sex, sexual arousal, stockings, mistreatment, street prostitution"
5241,11240,My Beautiful Laundrette,"london england, gay, immigration, society, british, independent film, gay interest, racism"
5242,46592,Ballad of a Soldier,"world war ii, soldier, return home"
5243,45186,Big Bad Mama,"prohibition, gun battle, social satire, campy"
5244,86483,Big Bad Mama II,"on the run, life of crime"
5245,5425,Beyond the Darkness,"obsession, nudity, necrophilia, murder, blood, torture, violence, death, evil"
5246,14117,Calamity Jane,"musical, wild bill hickok, calamity jane"
5247,38360,The Cranes Are Flying,"marriage of convenience, siege, lovers, battlefield, wounded, couple, heartbreak, moscow, loveless marriage, heartache"
5248,29318,Devil Doll,"hypnosis, shrinking, mind control, ventriloquist"
5249,28907,The Harvey Girls,"saloon, restaurant, musical, train"
5250,39771,The Lady in Red,dillinger
5251,245,About a Boy,"london england, rock and roll, single parent, rap music, bachelor, becoming an adult, friendship, single"
5252,1894,Star Wars: Episode II - Attack of the Clones,"senate, investigation, army, death star, jedi, cult figure, wedding, violence, kendo, laser gun, space opera, spaceport, teenage rebellion, good becoming evil, alien race, mechanical hand, yoda"
5253,4012,The Believer,"bomb, jewry, world war ii, jewish life, jew, synagogue, anti semitism, independent film, bomb planting"
5254,9026,The Importance of Being Earnest,"new love, country estate, country house, false identity, beguilement, relatives, victorian england, pleasure"
5255,42193,The Charge of the Light Brigade,"hero, russian, british army, british empire, remake, honor, russian soldier, massacre, political, discipline, hussars, istanbul turkey, british soldier, british history, british colonial, anti war, equestrian, lancer, queen victoria"
5256,15417,Every Which Way But Loose,"bare knuckle boxing, waitress, fishing, camping, overweight, motel, beer, biker, orangutan, monkey, threesome, meat hook"
5257,11791,The Hound of the Baskervilles,"sherlock holmes, curse, werewolf, hammer horror"
5258,28577,I Want to Live!,"death row, biography"
5259,13963,The Last Waltz,"1970s, music"
5260,23102,The Pride and the Passion,"self sacrifice, revolution, napoleon, history, napoleonic wars"
5261,1957,Enough,"waitress, wife husband relationship, violent husband, self-defense, violence against women, suspense, marry rich, abusive husband"
5262,320,Insomnia,"detective, confession, fbi, homicide, blackmail, suspect, love, murder, los angeles, teenager, neo-noir"
5263,9023,Spirit: Stallion of the Cimarron,"human being, freedom, mustang, rivalry, wildlife, animation, cavalry, indian war, eyebrow, wild horse"
5264,27834,CQ,
5265,17734,Thirteen Conversations About One Thing,"independent film, woman director"
5266,24010,Bus Stop,"montana, bus, diner, cowboy"
5267,39435,Cowboy,cattle drive
5268,24005,Don't Bother to Knock,"hotel, detective, based on novel, babysitter, pilot, murder, suspense, singer, madness, voyeur"
5269,44800,The Gambler,"gambling, professor, mafia, money, debt"
5270,24014,Let's Make Love,musical
5271,24008,Monkey Business,"water, water cooler, chemist, youth, potion"
5272,53229,Requiem for a Heavyweight,"second chance, drunkenness"
5273,1936,River of No Return,"gambling, river, small town, saloon, lover, gold rush, farm, singer, 19th century"
5274,4614,The Sum of All Fears,"cia, terrorist, atomic bomb, cold war, nuclear explosion, jack ryan"
5275,12277,Undercover Brother,"usa president, double life, policy and organisations, undercover, intelligence, partner, duringcreditsstinger"
5276,267345,The Diaries of Vaslav Nijinsky,biography
5277,112991,The Sleepy Time Gal,
5278,15677,84 Charing Cross Road,
5279,58455,Dakota,"river, dakota, railroad, farmer, wheat"
5280,36554,The Desert Rats,"world war ii, rommel"
5281,48216,Season's Beatings,woman director
5282,41165,Nora,
5283,13153,Rapid Fire,"undercover cop, police corruption, drug lord"
5284,811,Silent Running,"space marine, sunlight, plant, space travel, saturn, biotope, greenhouse, dystopia, space, food, robot, space station"
5285,43532,Summer Holiday,"musical, road trip, europe journey, summer vacation, girl disguised as boy"
5286,163907,The Villain,"chase, train, explosion, falling from height, glue, cowboy, wild west"
5287,7216,Zombie Holocaust,"island, human experimentation, undead, mad doctor, zombie, cannibal"
5288,3132,Bad Company,"ambush, cia, assassin, nightclub, hustler, hidden camera, decoy, undercover agent, twin brother, deception, betrayal, mistaken identity, shootout, espionage, foot chase, car chase, silencer, surveillance, agent, impersonation, langley virginia, odd couple"
5289,9583,Divine Secrets of the Ya-Ya Sisterhood,"secret society, conciliation, marriage, mother daughter relationship, playwright, family feud, woman director"
5290,18408,Cherish,"house arrest, independent film, outcast, lawyer, police officer, lonely man"
5291,13245,Atanarjuat: The Fast Runner,"brother brother relationship, jealousy, inuit, revenge, evil spirit"
5292,2501,The Bourne Identity,"paris, barcelona spain, assassin, based on novel, secret identity, amnesia, sniper, passport, mission of murder, lovers, escape, shootout, foot chase, cell phone, car chase, multiple identities, surveillance camera, hamburg germany, fishing boat, langley virginia, safe deposit box, flashback, hand to hand combat"
5293,9637,Scooby-Doo,"amateur detective, voodoo, resort, crime solving"
5294,12100,Windtalkers,"japan, world war ii, radio transmission, marine corps, u.s. army, code, navajo, pacific war"
5295,16857,The Dangerous Lives of Altar Boys,independent film
5296,52258,The Emperor's New Clothes,
5297,10394,Gangster No. 1,"prison, casino, repayment, gangster boss, forgiveness, machete, pub, rise and fall, sociopath, revenge, extortion, gangster, violence, sledgehammer, stabbed to death"
5298,27451,Harvard Man,"gambling, sex, college, basketball, mafia, drug"
5299,15813,Dark Blue World,"czech, pilot, aviation"
5300,31591,Bad Company,"runaway, marshal, loyalty, betrayal, draft dodger"
5301,18905,Caveman,"stone age, slapstick, cavemen, prehistoric adventure, prehistoric times, prehistoric man"
5302,14774,Cheech & Chong's The Corsican Brothers,"clowning, mistaken identity, twins"
5303,4993,5 Card Stud,"poker, murder, cementery, cheating at cards"
5304,27052,For a Lost Soldier,"sexual identity, dance performance, world war ii, first time, biography, soldier, lgbt"
5305,34130,Goin' South,"gold rush, violence"
5306,38950,Hero and the Terror,"suspense, serial killer"
5307,17898,Silver Bullet,werewolf
5308,21635,"Sorry, Wrong Number","planned murder, telephone, radio program, female protagonist, invalid, flashback"
5309,27945,Hombre,"apache, outlaw, stagecoach, lodging house, journey"
5310,43139,The Horse's Mouth,
5311,30194,The Manhattan Project,"bomb, helicopter, plutonium, laser, heist, fugitive, teenager, scientist, nuclear, science, project"
5312,10169,Men at Work,"vietnam veteran, pellet gun, reference to oprah winfrey, brat pack, phrenology"
5313,27225,S.O.B.,hollywood
5314,13909,She Wore a Yellow Ribbon,"captain, fort, retirement, attack, cavalry"
5315,103299,Traces of Red,
5316,41805,V.I. Warshawski,private detective
5317,35696,Juwanna Mann,"sport, basketball, cross dressing, man dressed as woman"
5318,11544,Lilo & Stitch,"sister sister relationship, extraterrestrial technology, hawaii, adoption, mutation, alien life-form, alien phenomenons, animation, dog, dead parents"
5319,180,Minority Report,"self-fulfilling prophecy, washington d.c., evidence, future, hologram, dystopia, murder, neo-noir, future noir"
5320,9555,Rabbit-Proof Fence,"child abuse, sister sister relationship, prosecution, australia, approved school , based on true story, independent film, tracker, survival, outback, colonialism, australian aborigine, australian outback, aboriginal, aborigine, perth"
5321,57022,Sunshine State,independent film
5322,17710,Hey Arnold! The Movie,
5323,2022,Mr. Deeds,"love letter, new hampshire, ferrari, liar, city country contrast, inheritance, billionaire, new york city, kindness, fable, apple tree, corporate take over, chrysler building"
5324,50035,Lovely & Amazing,woman director
5325,9719,Pumpkin,"independent film, disabled, sorority girl, filipino american, poetry workshop, community college, stepford wife, relay race, physically handicapped, s.a.t., intellectual disability"
5326,11982,Look Who's Talking Now!,"brother sister relationship, monolog, puppy, dog, family"
5327,27224,Lost in Yonkers,"aunt, grandmother, yonkers new york, woman director"
5328,12251,Mo' Money,"credit card, con artist, swindler"
5329,88818,The Object of Beauty,
5330,30114,Wagons East!,"gunslinger, indian territory, satire, native american, shootout"
5331,70489,Zebrahead,
5332,21972,Like Mike,"bet, lightning, sports team, sport, basketball, bullying, orphanage, teenager"
5333,608,Men in Black II,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency"
5334,59387,The Powerpuff Girls Movie,"based on tv series, female protagonist, super powers, hero trio"
5335,26290,Me Without You,"friendship, romance, independent film, coming of age, university, psychological drama, relatonship study, woman director"
5336,17043,The Crocodile Hunter: Collision Course,crocodile
5337,6278,Reign of Fire,"dragon, evolution, fire chief, animated map, theatre audience, dragonslayer, tunnel construction, fire repellent, drilling, iodine"
5338,4147,Road to Perdition,"based on graphic novel, homework, shot in the chin, soft boiled egg, learning to drive, spoiled son, scarred face, thompson sub machine gun, frost on a window, cauterizing a wound, liberty half dollar"
5339,16664,All About Lily Chou-Chou,"music, high school, independent film"
5340,14651,My Wife Is an Actress,
5341,96238,Never Again,romantic comedy
5342,15096,20 Million Miles to Earth,"italy, rome, elephant, space travel, fishing village, stop motion, military officer, military, venus the planet, scientific expedition, alien monster, space exploration, extraterrestrial animal, spaceship crash, woman medical student, lone survivor"
5343,19731,Grand Theft Auto,"dynamite, b movie, police chase, camp, car chase, goofball"
5344,20324,The Importance of Being Earnest,"love triangle, etiquette, marriage, based on play or musical, mistaken identity, cerebral"
5345,49370,Perfect,"courtroom, gym, aerobics, fitness"
5346,14902,1776,"usa, congress, musical"
5347,42254,Fox and His Friends,"gay, munich, carnival, lottery, lover, fool, friends, homosexuality, subculture, class conflict, deutsche, humbug"
5348,1842,The Legend of Boggy Creek,"bigfoot, arkansas, based on true story, monsters of the wild, cryptozoology, docudrama, southern sasquatch, fouke monster"
5349,2721,Z,"assassination, cia, greece, politics, government, police, cover-up, right wing, magistrate, rally"
